benchmark,prior,metric,n_questions,n_seed_blocks,posterior_mean,lcb_mean,posterior_p90,lcb_p90,posterior_ci95_low,posterior_ci95_high,lcb_ci95_low,lcb_ci95_high,paired_mean_delta,paired_ci95_low,paired_ci95_high,reduction_percent
mmlu_prehistory,dataset,mean_drawdown_pp,324,20,0.031152094023607767,0.0036579789666209518,0.03802773967383083,0.006700649742869145,0.0280218900122499,0.034716965288715325,0.002543085685899298,0.0050043537288241065,-0.027494115056986818,-0.030181219552123714,-0.024891721282325086,88.25767871704274
mmlu_prehistory,dataset,mean_regret_pp,324,20,0.043833652277487374,0.016432680203446928,0.0597356997296034,0.021837795728971016,0.03000318944153737,0.06358024691358073,0.0034307665385245,0.036164985859201845,-0.027400972074040453,-0.030083913360091145,-0.024821193697889488,62.51126851255645
mmlu_prehistory,dataset,final_regret_pp,324,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
mmlu_prehistory,dataset,downward_jumps,324,20,70.4,14.65,93.4,21.200000000000003,64.25,77.1,11.8,17.55,-55.75,-61.751250000000006,-49.998750000000015,79.19034090909092
mmlu_prehistory,dataset,jumps_ge_2pp,324,20,0.4,0.0,1.1000000000000014,0.0,0.1,0.7999999999999999,0.0,0.0,-0.4,-0.8,-0.1,100.0
mmlu_prehistory,dataset,any_jump_ge_2pp,324,20,0.25,0.0,1.0,0.0,0.1,0.45,0.0,0.0,-0.25,-0.45,-0.1,100.0
mmlu_professional_accounting,default,total_downward_pp,282,20,262.3758865248224,79.85815602836868,344.6453900709218,109.43262411347506,241.00930851063808,284.6985815602834,70.47828014184387,89.53945035460983,-182.51773049645374,-201.73803191489347,-163.75842198581543,69.56345452088121
mmlu_professional_accounting,default,maximum_drawdown_pp,282,20,17.890070921985817,8.68794326241135,20.957446808510646,18.156028368794328,16.737588652482273,19.20212765957447,5.921985815602838,11.595744680851064,-9.202127659574469,-11.66666666666667,-6.684397163120567,51.43706640237858
mmlu_professional_accounting,default,switches,282,20,333.7,138.5,400.4,195.3,309.90000000000003,358.1,121.75,156.40124999999998,-195.2,-210.9,-178.99875000000003,58.49565477974229
mmlu_professional_accounting,default,largest_drop_pp,282,20,17.198581560283685,8.492907801418442,20.957446808510646,18.156028368794328,15.99290780141844,18.581560283687946,5.709219858156027,11.418439716312056,-8.705673758865249,-11.117021276595745,-6.24113475177305,50.61855670103091
mmlu_professional_accounting,default,mean_drawdown_pp,282,20,0.8291435895429652,0.6307250361875376,1.1889893011566979,1.1620735971623704,0.6854900314277345,0.9892632226562855,0.47369652674151863,0.8062667314968505,-0.19841855335542757,-0.2533246660220907,-0.1455000307384479,23.930541809386536
mmlu_professional_accounting,default,mean_regret_pp,282,20,1.4962983455262502,1.3754152019329817,2.101442471594864,2.104516316527783,1.3066610219696078,1.6919125975479998,1.172456649471765,1.5909087077369592,-0.12088314359326824,-0.24342357862615804,-0.018111606652173363,8.078812888799506
mmlu_professional_accounting,default,final_regret_pp,282,20,0.10638297872340607,0.10638297872340607,0.35460992907802025,0.35460992907802025,0.035460992907802025,0.17730496453901012,0.035460992907802025,0.17730496453901012,0.0,0.0,0.0,0.0
mmlu_professional_accounting,default,downward_jumps,282,20,153.9,63.55,185.60000000000002,89.2,143.20000000000002,164.90124999999998,56.2,71.45,-90.35,-97.65125,-82.79875000000001,58.706952566601686
mmlu_professional_accounting,default,jumps_ge_2pp,282,20,32.2,7.25,42.2,11.200000000000003,28.4,36.1,5.699999999999999,8.950000000000001,-24.95,-28.300000000000004,-21.5,77.48447204968944
