benchmark,prior,metric,n_runs,n_seed_blocks,posterior_mean,lcb_mean,posterior_p90,lcb_p90,posterior_ci95_low,posterior_ci95_high,lcb_ci95_low,lcb_ci95_high,paired_mean_delta,paired_ci95_low,paired_ci95_high,reduction_percent
mmlu_anatomy,dataset,total_downward_pp,20,20,84.96296296296302,19.037037037037052,144.37037037037047,44.22222222222226,66.8518518518519,106.00092592592597,13.407407407407423,25.407407407407426,-65.92592592592595,-83.2592592592593,-51.887962962963,77.59372275501308
mmlu_anatomy,dataset,maximum_drawdown_pp,20,20,14.740740740740742,5.03703703703704,21.62962962962963,8.962962962962965,12.740740740740742,16.851851851851855,3.2592592592592617,7.259259259259262,-9.703703703703702,-11.556481481481482,-7.851851851851851,65.8291457286432
mmlu_anatomy,dataset,switches,20,20,74.45,27.25,99.2,40.1,67.35,82.0,23.5,31.150000000000002,-47.2,-52.65,-41.6,63.398253861652115
mmlu_anatomy,dataset,largest_drop_pp,20,20,13.740740740740742,4.66666666666667,21.62962962962963,8.962962962962965,11.703703703703704,16.037037037037038,2.8888888888888915,6.962962962962965,-9.074074074074073,-11.074074074074074,-7.111111111111111,66.03773584905659
mmlu_anatomy,dataset,mean_drawdown_pp,20,20,0.7587136107300724,0.544904740131078,1.1366559975613477,0.8626245999085514,0.5665428034344365,0.9828675506782509,0.4081390032007321,0.6860989686531526,-0.21380887059899445,-0.4335746583346036,-0.024424020728548237,28.180444844433023
mmlu_anatomy,dataset,mean_regret_pp,20,20,2.9369222171417078,2.724903724025825,4.384160951074539,3.5240725499161694,2.510122948737495,3.41367311893513,2.3474338769496463,3.1621672001219534,-0.21201849311588328,-0.47445948280240774,-0.0025926942031221293,7.219070763209554
mmlu_anatomy,dataset,final_regret_pp,20,20,1.9259259259259287,1.8888888888888922,2.2962962962963007,2.9629629629629672,1.5185185185185206,2.407407407407411,1.5185185185185208,2.2222222222222254,-0.03703703703703707,-0.40740740740740794,0.25925925925925963,1.9230769230768943
mmlu_anatomy,dataset,downward_jumps,20,20,29.3,10.15,39.300000000000004,13.500000000000007,25.5,33.2,8.3,12.100000000000001,-19.15,-21.85,-16.6,65.35836177474401
mmlu_anatomy,dataset,jumps_ge_2pp,20,20,11.0,2.3,20.1,5.200000000000003,8.15,14.25,1.35,3.3499999999999996,-8.7,-11.400000000000002,-6.450000000000001,79.09090909090908
mmlu_anatomy,dataset,any_jump_ge_2pp,20,20,1.0,0.7,1.0,1.0,1.0,1.0000000000000002,0.5,0.9,-0.3,-0.5,-0.1,30.000000000000004
mmlu_business_ethics,default,total_downward_pp,20,20,28.95000000000001,12.550000000000008,45.60000000000004,24.100000000000023,24.198750000000018,34.15000000000002,9.850000000000009,15.450000000000014,-16.40000000000001,-21.50000000000001,-11.90000000000001,56.64939550949912
mmlu_business_ethics,default,maximum_drawdown_pp,20,20,6.95,3.250000000000001,17.100000000000005,4.0000000000000036,4.398750000000002,9.9,2.2500000000000018,4.900000000000002,-3.6999999999999984,-6.549999999999999,-1.3,53.237410071942435
mmlu_business_ethics,default,switches,20,20,44.9,22.75,58.70000000000001,33.1,39.75,50.300000000000004,19.450000000000003,26.049999999999997,-22.15,-25.950000000000003,-18.65,49.331848552338535
mmlu_business_ethics,default,largest_drop_pp,20,20,6.4,2.9500000000000006,15.200000000000003,4.0000000000000036,4.000000000000003,9.15,2.0000000000000018,4.400000000000002,-3.4499999999999993,-6.249999999999997,-1.15,53.90625
mmlu_business_ethics,default,mean_drawdown_pp,20,20,0.8228148148148152,0.753955555555556,1.7218074074074103,1.6532740740740763,0.5577514814814816,1.13293925925926,0.49956518518518567,1.0550522222222227,-0.06885925925925923,-0.17482074074074067,0.02207629629629644,8.368743248109457
mmlu_business_ethics,default,mean_regret_pp,20,20,1.2997629629629586,1.3106518518518475,2.1631111111110948,2.1824592592592422,1.0186618518518473,1.583638148148142,1.0321777777777772,1.5899577777777698,0.01088888888888893,-0.021912222222222173,0.05958518518518484,-0.8377595914924733
mmlu_business_ethics,default,final_regret_pp,20,20,0.5500000000000004,0.5500000000000004,1.1000000000000023,1.1000000000000023,0.2500000000000002,0.8500000000000008,0.2500000000000002,0.8500000000000008,0.0,0.0,0.0,0.0
mmlu_business_ethics,default,downward_jumps,20,20,16.8,8.5,21.0,14.0,14.55,19.05,7.050000000000001,9.95,-8.3,-10.25,-6.45,49.40476190476191
mmlu_business_ethics,default,jumps_ge_2pp,20,20,6.05,2.65,10.0,5.200000000000003,4.85,7.25,1.7000000000000002,3.7,-3.4,-4.4,-2.4000000000000004,56.19834710743802
mmlu_business_ethics,default,any_jump_ge_2pp,20,20,1.0,0.85,1.0,1.0,1.0,1.0000000000000002,0.7,1.0,-0.15,-0.30000000000000004,0.0,15.000000000000002
mmlu_business_ethics,dataset,total_downward_pp,20,20,35.000000000000014,12.25000000000001,46.40000000000005,22.200000000000024,30.950000000000024,39.15125000000002,9.648750000000009,15.050000000000015,-22.75000000000001,-27.100000000000016,-19.050000000000015,64.99999999999999
mmlu_business_ethics,dataset,maximum_drawdown_pp,20,20,5.550000000000001,2.4000000000000012,13.100000000000001,4.0000000000000036,3.800000000000003,7.700000000000001,2.0500000000000016,2.7500000000000027,-3.15,-5.449999999999999,-1.250000000000001,56.75675675675674
mmlu_business_ethics,dataset,switches,20,20,58.6,22.75,72.70000000000002,34.0,53.5,64.05000000000001,19.35,26.05,-35.85,-39.599999999999994,-32.45,61.177474402730375
mmlu_business_ethics,dataset,largest_drop_pp,20,20,5.15,2.2000000000000015,13.100000000000001,4.0000000000000036,3.4000000000000026,7.3500000000000005,1.8000000000000016,2.650000000000002,-2.95,-5.2,-1.1000000000000005,57.28155339805823
mmlu_business_ethics,dataset,mean_drawdown_pp,20,20,0.500844444444445,0.43899259259259293,0.8719703703703713,0.8104592592592605,0.37109592592592644,0.6238692592592597,0.3053170370370374,0.5760159259259265,-0.06185185185185205,-0.12206111111111141,-0.013362222222222211,12.349513414381663
mmlu_business_ethics,dataset,mean_regret_pp,20,20,0.6491407407407405,0.6284444444444437,1.0754074074074147,1.0787851851851922,0.4666714814814818,0.836490740740739,0.44473592592592565,0.8203559259259242,-0.020696296296296553,-0.048059629629629334,0.0031855555555549806,3.1882602642810607
mmlu_business_ethics,dataset,final_regret_pp,20,20,0.40000000000000036,0.40000000000000036,1.0000000000000009,1.0000000000000009,0.15000000000000013,0.6500000000000006,0.15000000000000013,0.6500000000000006,0.0,0.0,0.0,0.0
mmlu_business_ethics,dataset,downward_jumps,20,20,21.05,8.3,27.200000000000003,12.100000000000001,19.200000000000003,23.049999999999997,6.95,9.65,-12.75,-14.35,-11.25,60.57007125890736
mmlu_business_ethics,dataset,jumps_ge_2pp,20,20,8.7,3.15,14.100000000000001,9.0,7.000000000000001,10.4,2.0,4.45,-5.55,-6.6000000000000005,-4.450000000000001,63.79310344827586
mmlu_business_ethics,dataset,any_jump_ge_2pp,20,20,1.0,0.8,1.0,1.0,1.0,1.0000000000000002,0.6000000000000001,0.9500000000000001,-0.2,-0.4,-0.05,19.999999999999996
