benchmark,prior,matrix_seed,run_seed,method,total_downward_pp,maximum_drawdown_pp,switches,largest_drop_pp,mean_drawdown_pp,mean_regret_pp,final_regret_pp,downward_jumps,jumps_ge_2pp,any_jump_ge_2pp
gsm8k,dataset,5,8,posterior_mean,2.399999999999991,1.1999999999999955,5,1.1999999999999955,0.03322404371584686,0.6426229508196716,0.0,2,0,0
gsm8k,dataset,5,8,gaussian_lcb_1.645,1.1999999999999955,1.1999999999999955,3,1.1999999999999955,0.008743169398907081,0.6181420765027318,0.0,1,0,0
gsm8k,dataset,5,9,posterior_mean,3.5999999999999863,1.1999999999999955,7,1.1999999999999955,0.01748633879781435,0.8276867030965392,0.0,3,0,0
gsm8k,dataset,5,9,gaussian_lcb_1.645,0.0,0.0,1,0.0,0.0,0.8102003642987247,0.0,0,0,0
gsm8k,dataset,5,10,posterior_mean,3.1999999999999975,3.1999999999999975,13,3.1999999999999975,0.004663023679417001,0.4064116575591966,0.0,1,1,1
gsm8k,dataset,5,10,gaussian_lcb_1.645,0.0,0.0,3,0.0,0.0,0.40174863387977955,0.0,0,0,0
gsm8k,dataset,5,11,posterior_mean,0.0,0.0,11,0.0,0.0,0.5215300546448064,0.0,0,0,0
gsm8k,dataset,5,11,gaussian_lcb_1.645,1.1999999999999955,1.1999999999999955,7,1.1999999999999955,0.02273224043715837,0.5477595628415275,0.0,1,0,0
gsm8k,dataset,5,12,posterior_mean,1.1999999999999955,1.1999999999999955,3,1.1999999999999955,0.0034972677595628324,0.06251366120218554,0.0,1,0,0
gsm8k,dataset,5,12,gaussian_lcb_1.645,1.1999999999999955,1.1999999999999955,3,1.1999999999999955,0.0017486338797814162,0.06076502732240413,0.0,1,0,0
gsm8k,dataset,5,13,posterior_mean,5.199999999999999,2.0000000000000018,15,2.0000000000000018,0.009326047358834246,2.0496903460837883,0.0,3,2,1
gsm8k,dataset,5,13,gaussian_lcb_1.645,0.0,0.0,5,0.0,0.0,2.1208014571948994,0.0,0,0,0
gsm8k,dataset,5,14,posterior_mean,2.399999999999991,1.1999999999999955,5,1.1999999999999955,0.013989071038251236,0.7077231329690341,0.0,2,0,0
gsm8k,dataset,5,14,gaussian_lcb_1.645,1.1999999999999955,1.1999999999999955,3,1.1999999999999955,0.012240437158469867,0.7259380692167573,0.0,1,0,0
gsm8k,dataset,5,15,posterior_mean,2.399999999999991,1.1999999999999955,7,1.1999999999999955,0.020983606557376997,1.0653551912568293,0.0,2,0,0
gsm8k,dataset,5,15,gaussian_lcb_1.645,1.1999999999999955,1.1999999999999955,5,1.1999999999999955,0.02972677595628403,1.1089253187613828,0.0,1,0,0
gsm8k,dataset,5,16,posterior_mean,10.79999999999996,1.1999999999999955,19,1.1999999999999955,0.04371584699453532,0.22950819672131037,0.0,9,0,0
gsm8k,dataset,5,16,gaussian_lcb_1.645,7.199999999999973,1.1999999999999955,13,1.1999999999999955,0.02797814207650261,0.24349726775956176,0.0,6,0,0
gsm8k,dataset,5,17,posterior_mean,26.59999999999999,11.899999999999999,15,11.899999999999999,0.28867030965391544,1.034025500910746,0.0,7,4,1
gsm8k,dataset,5,17,gaussian_lcb_1.645,7.099999999999998,5.900000000000002,5,5.900000000000002,0.2586520947176675,1.0232422586520935,0.0,2,1,1
gsm8k,dataset,5,18,posterior_mean,0.0,0.0,1,0.0,0.0,0.06950819672131119,0.0,0,0,0
gsm8k,dataset,5,18,gaussian_lcb_1.645,0.0,0.0,1,0.0,0.0,0.0712568306010926,0.0,0,0,0
gsm8k,dataset,5,19,posterior_mean,5.999999999999978,1.1999999999999955,11,1.1999999999999955,0.017486338797814163,0.18579234972677516,0.0,5,0,0
gsm8k,dataset,5,19,gaussian_lcb_1.645,1.1999999999999955,1.1999999999999955,3,1.1999999999999955,0.003497267759562786,0.23650273224043605,0.0,1,0,0
gsm8k,default,1,0,posterior_mean,214.7,40.3,66,27.799999999999997,1.1277231329690343,1.9972677595628414,0.0,30,17,1
gsm8k,default,1,0,gaussian_lcb_1.645,13.599999999999984,9.400000000000002,11,9.400000000000002,0.11613843351548227,0.9041165755919848,0.0,5,1,1
gsm8k,default,1,1,posterior_mean,85.19999999999996,19.7,38,18.000000000000004,0.6096903460837886,1.479234972677595,0.0,15,9,1
gsm8k,default,1,1,gaussian_lcb_1.645,4.799999999999982,1.1999999999999955,10,1.1999999999999955,0.11453551912568259,0.9293989071038241,0.0,4,0,0
gsm8k,default,1,2,posterior_mean,10.199999999999958,1.1999999999999955,20,1.1999999999999955,0.07810564663023661,1.3530054644808738,0.0,9,0,0
gsm8k,default,1,2,gaussian_lcb_1.645,1.1999999999999955,1.1999999999999955,3,1.1999999999999955,0.0034972677595628324,1.3106010928961744,0.0,1,0,0
gsm8k,default,1,3,posterior_mean,25.599999999999973,10.599999999999998,30,10.599999999999998,0.26142076502732164,1.3950455373406172,0.0,14,1,1
gsm8k,default,1,3,gaussian_lcb_1.645,1.200000000000001,1.200000000000001,4,1.200000000000001,0.015737704918032818,1.3693989071038228,0.0,1,0,0
gsm8k,default,1,4,posterior_mean,11.500000000000002,4.499999999999998,16,4.499999999999998,0.07431693989071042,1.5511839708561006,0.0,7,2,1
gsm8k,default,1,4,gaussian_lcb_1.645,13.79999999999999,4.499999999999998,14,4.499999999999998,0.08903460837887064,1.6052459016393428,0.0,6,2,1
gsm8k,default,1,5,posterior_mean,31.399999999999977,13.5,40,9.500000000000004,0.9065209471766834,2.447395264116573,0.0,18,5,1
gsm8k,default,1,5,gaussian_lcb_1.645,27.59999999999999,13.5,28,9.500000000000004,0.9266302367941696,2.4692531876138415,0.0,13,5,1
gsm8k,default,1,6,posterior_mean,215.30000000000004,40.3,52,27.799999999999997,1.3272131147540966,2.196757741347904,0.0,22,16,1
gsm8k,default,1,6,gaussian_lcb_1.645,0.40000000000000036,0.20000000000000018,6,0.20000000000000018,0.0034972677595628493,1.2126775956284137,0.0,2,0,0
gsm8k,default,1,7,posterior_mean,4.5999999999999925,1.200000000000001,12,1.200000000000001,0.02360655737704911,0.789216757741345,0.0,5,0,0
gsm8k,default,1,7,gaussian_lcb_1.645,0.6000000000000005,0.20000000000000018,8,0.20000000000000018,0.0046630236794171324,0.7965027322404344,0.0,3,0,0
gsm8k,default,1,8,posterior_mean,111.09999999999994,19.7,56,18.000000000000004,0.6177049180327873,1.487249544626594,0.0,24,15,1
gsm8k,default,1,8,gaussian_lcb_1.645,3.399999999999992,2.399999999999997,5,2.399999999999997,0.012240437158469876,0.7605464480874313,0.0,2,1,1
gsm8k,default,1,9,posterior_mean,27.199999999999967,14.800000000000002,21,14.800000000000002,0.14950819672131105,0.25049180327868764,0.0,9,4,1
gsm8k,default,1,9,gaussian_lcb_1.645,8.999999999999975,2.399999999999997,14,2.399999999999997,0.06907103825136601,0.17005464480874258,0.0,6,2,1
gsm8k,default,1,10,posterior_mean,48.59999999999999,15.999999999999998,17,15.999999999999998,0.48757741347905287,1.4655737704918026,0.0,8,8,1
gsm8k,default,1,10,gaussian_lcb_1.645,41.4,15.999999999999998,11,15.999999999999998,0.47285974499089256,1.4681967213114748,0.0,5,4,1
gsm8k,default,1,11,posterior_mean,21.199999999999967,2.399999999999997,36,2.399999999999997,0.3331147540983596,0.4935519125683042,0.0,17,1,1
gsm8k,default,1,11,gaussian_lcb_1.645,2.399999999999991,1.1999999999999955,5,1.1999999999999955,0.31475409836065443,0.475191256830599,0.0,2,0,0
gsm8k,default,1,12,posterior_mean,35.6,17.700000000000003,14,17.700000000000003,0.45843351548269584,0.6153734061930777,0.0,7,3,1
gsm8k,default,1,12,gaussian_lcb_1.645,34.2,17.700000000000003,10,17.700000000000003,0.35234972677595666,0.6343169398907098,0.0,5,3,1
gsm8k,default,1,13,posterior_mean,47.79999999999996,24.999999999999996,24,15.000000000000002,0.4851001821493616,1.3843351548269565,0.0,13,6,1
gsm8k,default,1,13,gaussian_lcb_1.645,19.199999999999985,13.199999999999996,11,12.2,0.31271402550091,1.211948998178505,0.0,5,3,1
gsm8k,default,1,14,posterior_mean,13.599999999999952,2.399999999999997,28,2.399999999999997,0.058287795992713894,0.17063752276866975,0.0,13,1,1
gsm8k,default,1,14,gaussian_lcb_1.645,6.999999999999967,0.9999999999999953,16,0.9999999999999953,0.1289617486338791,0.24364298724954345,0.0,7,0,0
gsm8k,default,1,15,posterior_mean,17.399999999999977,12.4,14,12.4,0.8718397085610193,2.251803278688524,0.0,6,1,1
gsm8k,default,1,15,gaussian_lcb_1.645,13.399999999999995,12.4,6,12.4,0.9082695810564655,2.3063023679417114,0.0,2,1,1
gsm8k,default,1,16,posterior_mean,1.4000000000000012,0.20000000000000018,16,0.20000000000000018,0.009034608378870655,0.40874316939890504,0.0,7,0,0
gsm8k,default,1,16,gaussian_lcb_1.645,0.9999999999999953,0.9999999999999953,4,0.9999999999999953,0.0014571948998178068,0.4189435336976298,0.0,1,0,0
gsm8k,default,1,17,posterior_mean,184.29999999999998,40.3,44,27.799999999999997,1.078469945355191,1.9480145719489963,0.0,18,14,1
gsm8k,default,1,17,gaussian_lcb_1.645,0.0,0.0,3,0.0,0.0,1.684116575591983,0.0,0,0,0
gsm8k,default,1,18,posterior_mean,78.99999999999999,11.5,31,11.5,0.34229508196721364,1.578724954462659,0.0,14,11,1
gsm8k,default,1,18,gaussian_lcb_1.645,18.29999999999998,10.500000000000004,17,10.500000000000004,0.2166848816029141,1.4698724954462652,0.0,7,2,1
gsm8k,default,1,19,posterior_mean,94.69999999999995,19.7,55,18.000000000000004,0.6082331511839707,1.951074681238615,0.0,23,10,1
gsm8k,default,1,19,gaussian_lcb_1.645,13.999999999999982,7.499999999999998,16,7.499999999999998,0.4466302367941704,1.4648451730418932,0.0,7,1,1
gsm8k,default,2,0,posterior_mean,22.70000000000001,10.400000000000004,29,10.400000000000004,0.06673952641165753,1.8623679417122012,0.0,13,4,1
gsm8k,default,2,0,gaussian_lcb_1.645,2.400000000000002,0.6000000000000005,11,0.6000000000000005,0.009617486338797858,1.8139890710382487,0.0,4,0,0
gsm8k,default,2,1,posterior_mean,96.39999999999998,22.499999999999996,42,18.000000000000004,0.5795264116575597,1.4097267759562844,0.0,17,10,1
gsm8k,default,2,1,gaussian_lcb_1.645,17.799999999999986,10.600000000000003,10,10.600000000000003,0.031183970856102014,0.08495446265938049,0.0,5,1,1
gsm8k,default,2,2,posterior_mean,88.3,22.499999999999996,34,18.000000000000004,0.5406193078324228,1.3708196721311476,0.0,13,9,1
gsm8k,default,2,2,gaussian_lcb_1.645,1.799999999999996,1.799999999999996,3,1.799999999999996,0.0026229508196721285,0.7822950819672129,0.0,1,0,0
gsm8k,default,2,3,posterior_mean,10.799999999999981,3.599999999999998,13,3.599999999999998,0.022440801457194882,0.9963570127504554,0.0,5,1,1
gsm8k,default,2,3,gaussian_lcb_1.645,7.1999999999999895,3.599999999999998,8,3.599999999999998,0.013114754098360652,0.987030965391621,0.0,3,1,1
gsm8k,default,2,4,posterior_mean,25.8,10.400000000000004,12,10.400000000000004,0.037595628415299794,2.2037158469945344,0.0,5,2,1
gsm8k,default,2,4,gaussian_lcb_1.645,1.799999999999996,1.799999999999996,4,1.799999999999996,0.002622950819672059,2.1975956284153,0.0,1,0,0
gsm8k,default,2,5,posterior_mean,90.6,12.4,50,12.4,0.5366848816029128,2.1097632058287767,0.0,22,10,1
gsm8k,default,2,5,gaussian_lcb_1.645,8.399999999999991,2.100000000000002,17,2.100000000000002,0.030601092896174808,1.916684881602912,0.0,6,2,1
gsm8k,default,2,6,posterior_mean,136.49999999999997,40.199999999999996,43,27.6,1.2881602914389794,2.1183606557377046,0.0,18,13,1
gsm8k,default,2,6,gaussian_lcb_1.645,12.899999999999995,10.300000000000004,10,8.100000000000001,0.05901639344262305,1.3046265938069204,0.0,5,2,1
gsm8k,default,2,7,posterior_mean,5.3999999999999995,2.100000000000002,7,2.100000000000002,0.007868852459016367,0.4874316939890688,0.0,3,2,1
gsm8k,default,2,7,gaussian_lcb_1.645,0.0,0.0,1,0.0,0.0,0.4935519125683038,0.0,0,0,0
gsm8k,default,2,8,posterior_mean,110.39999999999996,22.499999999999996,46,18.000000000000004,0.7026593806921676,1.5328597449908925,0.0,19,10,1
gsm8k,default,2,8,gaussian_lcb_1.645,1.799999999999996,1.799999999999996,3,1.799999999999996,0.002622950819672059,0.6433879781420759,0.0,1,0,0
gsm8k,default,2,9,posterior_mean,19.79999999999999,16.200000000000003,13,12.7,0.33457194899817766,0.5247358834244062,0.0,6,2,1
gsm8k,default,2,9,gaussian_lcb_1.645,3.299999999999997,2.100000000000002,5,2.100000000000002,0.09836065573770482,0.4887431693989052,0.0,2,1,1
gsm8k,default,2,10,posterior_mean,28.999999999999993,15.999999999999998,24,15.999999999999998,0.3105282331511832,1.3111111111111096,0.0,12,2,1
gsm8k,default,2,10,gaussian_lcb_1.645,24.899999999999995,15.999999999999998,16,15.999999999999998,0.0960291438979965,1.334280510018214,0.0,8,2,1
gsm8k,default,2,11,posterior_mean,20.400000000000006,2.100000000000002,40,2.100000000000002,0.18273224043715866,0.8668852459016385,0.0,19,1,1
gsm8k,default,2,11,gaussian_lcb_1.645,6.6000000000000005,2.100000000000002,15,1.5000000000000013,0.2557377049180329,0.9556284153005454,0.0,7,0,0
gsm8k,default,2,12,posterior_mean,8.400000000000007,2.100000000000002,9,2.100000000000002,0.1377049180327871,0.6461202185792334,0.0,4,4,1
gsm8k,default,2,12,gaussian_lcb_1.645,6.300000000000006,2.100000000000002,7,2.100000000000002,0.055081967213114945,0.5652459016393423,0.0,3,3,1
gsm8k,default,2,13,posterior_mean,11.299999999999983,3.299999999999997,12,3.299999999999997,0.061930783242258765,0.98040072859745,0.0,6,2,1
gsm8k,default,2,13,gaussian_lcb_1.645,5.8999999999999995,3.299999999999997,4,3.299999999999997,0.06630236794171211,0.9847723132969033,0.0,2,2,1
gsm8k,default,2,14,posterior_mean,20.099999999999994,3.299999999999997,21,3.299999999999997,0.4126775956284146,0.5224043715846981,0.0,10,7,1
gsm8k,default,2,14,gaussian_lcb_1.645,9.600000000000003,3.299999999999997,8,3.299999999999997,0.33683060109289653,0.6222950819672122,0.0,4,4,1
gsm8k,default,2,15,posterior_mean,291.70000000000005,40.199999999999996,63,32.5,2.788925318761384,3.6191256830601115,0.0,26,20,1
gsm8k,default,2,15,gaussian_lcb_1.645,38.999999999999986,13.199999999999996,15,12.2,1.586885245901638,2.6337340619307827,0.0,6,3,1
gsm8k,default,2,16,posterior_mean,14.000000000000002,9.500000000000004,10,8.900000000000002,0.04225865209471768,0.2778870673952631,0.0,5,2,1
gsm8k,default,2,16,gaussian_lcb_1.645,2.7000000000000024,2.100000000000002,4,2.100000000000002,0.02928961748633881,0.2736612021857913,0.0,2,1,1
gsm8k,default,2,17,posterior_mean,255.59999999999997,40.199999999999996,57,32.5,1.3433879781420772,2.173588342440802,0.0,24,18,1
gsm8k,default,2,17,gaussian_lcb_1.645,0.0,0.0,2,0.0,0.0,1.811183970856101,0.0,0,0,0
gsm8k,default,2,18,posterior_mean,26.1,14.800000000000002,10,14.800000000000002,0.27817850637522756,2.3132969034608344,0.0,4,2,1
gsm8k,default,2,18,gaussian_lcb_1.645,26.1,14.800000000000002,10,14.800000000000002,0.279927140255009,2.3202914389799605,0.0,4,2,1
gsm8k,default,2,19,posterior_mean,144.7,22.499999999999996,46,18.000000000000004,0.8947176684881591,2.0701275045537337,0.0,19,14,1
gsm8k,default,2,19,gaussian_lcb_1.645,4.799999999999987,1.799999999999996,8,1.799999999999996,0.2644808743169394,1.3658652094717671,0.0,3,0,0
gsm8k,default,3,0,posterior_mean,183.7,39.199999999999996,64,27.699999999999996,1.7624772313296897,2.612531876138435,0.0,29,18,1
gsm8k,default,3,0,gaussian_lcb_1.645,4.099999999999998,4.099999999999998,6,4.099999999999998,0.753952641165755,1.6471402550091057,0.0,1,1,1
gsm8k,default,3,1,posterior_mean,111.80000000000001,20.8,52,19.599999999999998,1.0072131147540972,1.857267759562839,0.0,22,11,1
gsm8k,default,3,1,gaussian_lcb_1.645,6.0,1.9999999999999962,14,1.9999999999999962,0.4528961748633865,1.3311475409836049,0.0,6,1,1
gsm8k,default,3,2,posterior_mean,102.99999999999999,20.8,42,18.3,0.678834244080146,1.5288888888888887,0.0,19,13,1
gsm8k,default,3,2,gaussian_lcb_1.645,0.0,0.0,1,0.0,0.0,0.600437158469945,0.0,0,0,0
gsm8k,default,3,3,posterior_mean,13.199999999999962,1.9999999999999962,21,1.9999999999999962,0.17952641165755845,1.2487431693989064,0.0,10,3,1
gsm8k,default,3,3,gaussian_lcb_1.645,7.599999999999979,1.9999999999999962,12,1.9999999999999962,0.1471766848816024,1.2324225865209464,0.0,5,2,1
gsm8k,default,3,4,posterior_mean,37.1,12.2,17,12.2,1.297777777777776,2.503169398907102,0.0,6,3,1
gsm8k,default,3,4,gaussian_lcb_1.645,8.100000000000001,8.100000000000001,6,8.100000000000001,0.2124590163934426,2.487285974499088,0.0,1,1,1
gsm8k,default,3,5,posterior_mean,39.49999999999999,10.600000000000003,26,9.800000000000002,0.4622222222222217,2.508451730418941,0.0,10,6,1
gsm8k,default,3,5,gaussian_lcb_1.645,18.2,9.499999999999996,17,9.499999999999996,0.20925318761384326,2.46765027322404,0.0,6,4,1
gsm8k,default,3,6,posterior_mean,274.90000000000003,39.199999999999996,64,33.900000000000006,1.9817122040072865,2.83176684881603,0.0,29,24,1
gsm8k,default,3,6,gaussian_lcb_1.645,16.499999999999996,12.4,6,12.4,0.36692167577413476,1.370928961748633,0.0,2,2,1
gsm8k,default,3,7,posterior_mean,34.099999999999994,23.1,12,23.1,0.1703460837887068,0.45755919854280414,0.0,6,3,1
gsm8k,default,3,7,gaussian_lcb_1.645,7.59999999999999,1.9999999999999962,10,1.9999999999999962,0.14513661202185785,0.4428415300546437,0.0,5,3,1
gsm8k,default,3,8,posterior_mean,93.60000000000002,20.8,36,18.3,0.5964298724954465,1.4464845173041896,0.0,16,11,1
gsm8k,default,3,8,gaussian_lcb_1.645,4.099999999999998,4.099999999999998,3,4.099999999999998,0.3285974499089251,1.0007285974499083,0.0,1,1,1
gsm8k,default,3,9,posterior_mean,39.400000000000006,10.600000000000003,27,10.600000000000003,0.4082331511839706,0.8519489981785051,0.0,13,10,1
gsm8k,default,3,9,gaussian_lcb_1.645,18.9,2.9000000000000026,17,2.9000000000000026,0.3256102003642986,0.8147905282331501,0.0,8,6,1
gsm8k,default,3,10,posterior_mean,30.49999999999998,15.999999999999998,23,15.999999999999998,0.18841530054644814,1.4252094717668464,0.0,11,2,1
gsm8k,default,3,10,gaussian_lcb_1.645,26.499999999999996,15.999999999999998,18,15.999999999999998,0.09267759562841531,1.3992714025500894,0.0,9,2,1
gsm8k,default,3,11,posterior_mean,27.800000000000015,13.8,20,13.0,0.11351548269581072,0.8221493624772304,0.0,10,5,1
gsm8k,default,3,11,gaussian_lcb_1.645,11.500000000000005,2.9000000000000026,13,2.9000000000000026,0.0477959927140257,0.7651730418943521,0.0,6,3,1
gsm8k,default,3,12,posterior_mean,37.699999999999996,16.400000000000002,20,10.400000000000004,0.34579234972677575,0.5551912568306001,0.0,10,6,1
gsm8k,default,3,12,gaussian_lcb_1.645,15.999999999999998,10.400000000000004,12,10.400000000000004,0.41617486338797804,0.6360655737704911,0.0,5,3,1
gsm8k,default,3,13,posterior_mean,34.39999999999998,19.099999999999998,20,11.899999999999999,0.15344262295081953,1.052677595628415,0.0,10,9,1
gsm8k,default,3,13,gaussian_lcb_1.645,6.099999999999994,4.099999999999998,5,4.099999999999998,0.06863387978142073,0.9678688524590162,0.0,2,2,1
gsm8k,default,3,14,posterior_mean,17.30000000000001,2.9000000000000026,15,2.9000000000000026,0.24757741347905307,0.5111839708561012,0.0,7,6,1
gsm8k,default,3,14,gaussian_lcb_1.645,6.600000000000006,2.9000000000000026,7,2.9000000000000026,0.16597449908925346,0.4330783242258644,0.0,3,2,1
gsm8k,default,3,15,posterior_mean,21.699999999999992,4.499999999999998,16,4.499999999999998,0.16029143897996365,1.463752276867031,0.0,6,6,1
gsm8k,default,3,15,gaussian_lcb_1.645,14.69999999999999,4.499999999999998,11,4.499999999999998,0.06324225865209476,1.3667030965391622,0.0,4,4,1
gsm8k,default,3,16,posterior_mean,4.799999999999994,1.9999999999999962,8,1.9999999999999962,0.054790528233151115,0.15577413479052776,0.0,4,1,1
gsm8k,default,3,16,gaussian_lcb_1.645,6.799999999999989,1.9999999999999962,9,1.9999999999999962,0.02797814207650271,0.12896174863387935,0.0,4,3,1
gsm8k,default,3,17,posterior_mean,265.5,39.199999999999996,58,33.900000000000006,1.516138433515483,2.3661930783242258,0.0,26,21,1
gsm8k,default,3,17,gaussian_lcb_1.645,0.0,0.0,2,0.0,0.0,1.6302732240437152,0.0,0,0,0
gsm8k,default,3,18,posterior_mean,71.39999999999999,14.800000000000002,21,14.800000000000002,0.7766848816029136,2.10710382513661,0.0,9,7,1
gsm8k,default,3,18,gaussian_lcb_1.645,38.6,14.800000000000002,8,14.800000000000002,0.5691803278688521,2.2845901639344253,0.0,3,3,1
gsm8k,default,3,19,posterior_mean,129.1,20.8,50,18.3,1.2220036429872478,2.396429872495445,0.0,22,16,1
gsm8k,default,3,19,gaussian_lcb_1.645,22.699999999999996,7.499999999999998,16,7.499999999999998,0.8890346083788689,1.7714389799635675,0.0,7,6,1
gsm8k,default,4,0,posterior_mean,251.9,39.3,66,34.3,1.2757741347905291,2.1055373406193088,0.0,29,18,1
gsm8k,default,4,0,gaussian_lcb_1.645,0.0,0.0,2,0.0,0.0,1.02870673952641,0.0,0,0,0
gsm8k,default,4,1,posterior_mean,101.39999999999998,21.9,50,18.200000000000003,0.6563205828779601,1.486083788706739,0.0,22,12,1
gsm8k,default,4,1,gaussian_lcb_1.645,4.799999999999999,2.799999999999997,14,2.799999999999997,0.03497267759562835,0.7457923497267755,0.0,6,1,1
gsm8k,default,4,2,posterior_mean,6.7999999999999785,2.399999999999997,18,2.399999999999997,0.1393078324225863,0.9734426229508181,0.0,8,1,1
gsm8k,default,4,2,gaussian_lcb_1.645,5.199999999999971,0.7999999999999952,16,0.7999999999999952,0.018652094717668436,0.9536247723132952,0.0,7,0,0
gsm8k,default,4,3,posterior_mean,28.59999999999999,18.799999999999997,21,18.799999999999997,0.10462659380692178,1.2557377049180336,0.0,11,2,1
gsm8k,default,4,3,gaussian_lcb_1.645,0.40000000000000036,0.40000000000000036,3,0.40000000000000036,0.07373406193078326,1.2248451730418948,0.0,1,0,0
gsm8k,default,4,4,posterior_mean,103.19999999999996,15.999999999999998,49,15.999999999999998,0.9308561020036429,2.2399999999999993,0.0,24,12,1
gsm8k,default,4,4,gaussian_lcb_1.645,20.199999999999996,13.200000000000001,11,9.000000000000002,1.0188706739526414,2.376976320582877,0.0,5,4,1
gsm8k,default,4,5,posterior_mean,16.799999999999994,10.799999999999999,20,10.799999999999999,0.08714025500910744,1.5399999999999996,0.0,9,2,1
gsm8k,default,4,5,gaussian_lcb_1.645,1.200000000000001,0.40000000000000036,9,0.40000000000000036,0.049836065573770544,1.506775956284153,0.0,3,0,0
gsm8k,default,4,6,posterior_mean,225.2,39.3,59,27.400000000000002,1.2703825136612026,2.1001457194899813,0.0,26,16,1
gsm8k,default,4,6,gaussian_lcb_1.645,1.5999999999999903,0.7999999999999952,8,0.7999999999999952,0.06353369763205792,1.140692167577411,0.0,2,0,0
gsm8k,default,4,7,posterior_mean,62.0,18.299999999999997,21,14.800000000000002,0.4279781420765023,0.6003642987249533,0.0,10,7,1
gsm8k,default,4,7,gaussian_lcb_1.645,40.6,15.599999999999998,12,14.800000000000002,0.39825136612021844,0.5892896174863382,0.0,5,3,1
gsm8k,default,4,8,posterior_mean,100.19999999999996,21.9,46,18.200000000000003,0.6892531876138436,1.5190163934426226,0.0,20,12,1
gsm8k,default,4,8,gaussian_lcb_1.645,6.399999999999989,2.799999999999997,13,2.799999999999997,0.17690346083788647,1.0999635701275035,0.0,6,1,1
gsm8k,default,4,9,posterior_mean,0.8000000000000007,0.40000000000000036,6,0.40000000000000036,0.00174863387978144,1.1389435336976308,0.0,2,0,0
gsm8k,default,4,9,gaussian_lcb_1.645,3.5999999999999863,1.1999999999999955,8,1.1999999999999955,0.01398907103825133,1.1581785063752261,0.0,3,0,0
gsm8k,default,4,10,posterior_mean,30.39999999999997,15.999999999999998,28,15.999999999999998,0.11511839708561011,0.9976684881602905,0.0,13,4,1
gsm8k,default,4,10,gaussian_lcb_1.645,23.99999999999999,15.999999999999998,18,15.999999999999998,0.09763205828779607,0.9801821493624763,0.0,8,3,1
gsm8k,default,4,11,posterior_mean,12.799999999999972,2.799999999999997,26,2.799999999999997,0.08160291438979943,0.3667759562841521,0.0,12,2,1
gsm8k,default,4,11,gaussian_lcb_1.645,4.799999999999982,0.7999999999999952,18,0.7999999999999952,0.11074681238615611,0.4134061930783228,0.0,8,0,0
gsm8k,default,4,12,posterior_mean,7.999999999999985,2.799999999999997,17,2.799999999999997,0.09034608378870657,0.19307832422586468,0.0,8,1,1
gsm8k,default,4,12,gaussian_lcb_1.645,1.9999999999999962,1.1999999999999955,7,1.1999999999999955,0.09938069216757739,0.20211293260473562,0.0,3,0,0
gsm8k,default,4,13,posterior_mean,23.99999999999999,10.800000000000004,16,10.800000000000004,0.27948998178506324,1.1979599271402548,0.0,8,5,1
gsm8k,default,4,13,gaussian_lcb_1.645,19.199999999999996,10.800000000000004,8,10.800000000000004,0.040218579234972705,0.9586885245901637,0.0,4,4,1
gsm8k,default,4,14,posterior_mean,3.599999999999992,1.1999999999999955,15,1.1999999999999955,0.12415300546448052,0.2181420765027317,0.0,6,0,0
gsm8k,default,4,14,gaussian_lcb_1.645,10.799999999999944,1.1999999999999955,30,1.1999999999999955,0.21158469945355118,0.3061566484517293,0.0,14,0,0
gsm8k,default,4,15,posterior_mean,284.79999999999995,39.3,83,34.3,1.7213843351548277,2.55114754098361,0.0,38,22,1
gsm8k,default,4,15,gaussian_lcb_1.645,42.09999999999997,17.299999999999997,38,13.100000000000001,0.5806921675774135,1.6129690346083783,0.0,18,6,1
gsm8k,default,4,16,posterior_mean,15.500000000000009,10.700000000000005,9,10.700000000000005,0.024918032786885293,0.22207650273223967,0.0,4,1,1
gsm8k,default,4,16,gaussian_lcb_1.645,1.6000000000000014,1.6000000000000014,3,1.6000000000000014,0.0023315118397085662,0.2012386156648443,0.0,1,0,0
gsm8k,default,4,17,posterior_mean,55.19999999999998,15.999999999999998,21,15.999999999999998,0.773624772313296,1.924808743169398,0.0,9,7,1
gsm8k,default,4,17,gaussian_lcb_1.645,45.199999999999996,15.999999999999998,11,15.999999999999998,0.685173041894353,1.8975591985428042,0.0,4,4,1
gsm8k,default,4,18,posterior_mean,3.9999999999999867,0.7999999999999952,17,0.7999999999999952,0.03730418943533687,1.2594535519125698,0.0,7,0,0
gsm8k,default,4,18,gaussian_lcb_1.645,1.9999999999999962,0.7999999999999952,11,0.7999999999999952,0.008160291438979941,1.2489617486338809,0.0,4,0,0
gsm8k,default,4,19,posterior_mean,147.0,21.9,51,19.9,0.8370127504553736,2.0366120218579247,0.0,22,13,1
gsm8k,default,4,19,gaussian_lcb_1.645,30.799999999999994,19.9,16,19.9,0.1133697632058287,1.446302367941713,0.0,7,2,1
gsm8k,default,5,0,posterior_mean,203.7,39.699999999999996,62,27.6,1.6081602914389788,2.4593806921675774,0.0,22,17,1
gsm8k,default,5,0,gaussian_lcb_1.645,6.799999999999984,3.1999999999999975,17,2.0000000000000018,0.5231329690346066,1.302367941712202,0.0,5,1,1
gsm8k,default,5,1,posterior_mean,98.29999999999994,19.9,55,18.1,0.767067395264116,1.6182877959927136,0.0,24,11,1
